cost_late_urgent,cost_late_normal,worker_cost_per_hour,diversity_score,number_unique_regimes_selected,number_unique_policies_selected,rl5_selected_months,urgent_first_selected_months,fifo_selected_months,avg_selected_workers,min_selected_workers,max_selected_workers,count_s11111,count_s21111,count_s31111,count_s32111,count_s32211,count_s32221,count_s33322,count_s32121,count_s32112,count_s32212,count_s33211,count_s42211,count_s23211,count_s22121,count_s22112,count_fifo,count_urgentfirst,count_rl5dqn,peak_month_regime_nov,peak_month_policy_nov,peak_month_regime_dec,peak_month_policy_dec
30,15,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,15,15,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,15,20,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,15,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,20,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,15,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,20,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,15,8,3,2,1,0,12,0,9.58,9,10,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,8,3,2,1,0,12,0,9.58,9,10,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,8,3,2,1,0,12,0,9.58,9,10,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
